customer_id,signup_date,state,acquisition_channel
99,2025-03-05,CO,paid_social
100,2024-06-09,NC,organic_search
101,2025-08-20,MO,paid_social
102,2025-09-18,TX,paid_social
103,2025-12-07,TN,affiliate
104,2025-03-09,OH,paid_search
105,2024-08-20,CA,paid_social
106,2025-01-22,WA,organic_search
107,2024-02-17,NY,paid_search
108,2024-05-13,AZ,paid_social
109,2025-09-22,IA,paid_social
110,2025-09-22,CA,paid_social
111,2025-11-16,CA,organic_search
112,2025-06-07,FL,organic_search
113,2025-06-21,IL,email
114,2024-03-15,CT,organic_search
115,2024-03-14,IL,organic_search
116,2024-02-22,TX,paid_search
117,2024-10-28,FL,organic_search
118,2024-11-27,FL,email
119,2024-11-11,GA,organic_search
120,2025-10-26,VA,affiliate
121,2025-08-29,FL,paid_social
122,2024-11-17,KS,organic_search
123,2024-06-01,TN,organic_search
124,2025-02-10,NY,referral
125,2024-01-17,KY,paid_social
126,2024-01-24,NJ,referral
127,2025-11-19,MI,paid_social
128,2025-11-07,MI,email
129,2024-11-05,TX,paid_search
130,2025-12-11,KY,organic_search
131,2024-10-09,CA,organic_search
132,2025-12-19,NY,paid_search
133,2024-08-29,VA,organic_search
134,2025-10-14,TX,paid_social
135,2024-06-03,CT,email
136,2025-06-06,FL,paid_social
137,2024-07-01,GA,organic_search
138,2024-12-18,OH,organic_search
139,2024-10-01,TX,organic_search
140,2024-06-07,MN,paid_social
141,2024-03-12,VA,organic_search
142,2025-09-29,OR,organic_search
143,2024-08-11,GA,paid_search
144,2024-11-23,NV,email
145,2024-09-26,CA,email
146,2024-09-30,TX,paid_search
147,2025-12-02,FL,organic_search
148,2025-08-22,OK,email
149,2025-07-19,IN,affiliate
150,2025-09-29,MD,email
151,2025-04-03,FL,paid_search
152,2025-05-23,CA,organic_search
153,2025-10-09,TX,organic_search
154,2024-01-27,IN,email
155,2024-07-30,WA,paid_social
156,2025-09-13,MO,affiliate
157,2024-09-25,OR,organic_search
158,2025-07-24,NC,referral
159,2024-03-09,GA,affiliate
160,2025-05-08,OR,organic_search
161,2025-08-12,TX,organic_search
162,2025-01-10,CA,organic_search
163,2024-01-04,FL,paid_search
164,2025-10-21,NJ,paid_social
165,2025-10-13,OH,organic_search
166,2025-04-29,CT,email
167,2025-05-30,OK,email
168,2025-03-02,MI,organic_search
169,2025-11-28,GA,paid_social
170,2024-07-30,MD,organic_search
171,2024-12-13,NC,organic_search
172,2025-01-10,TN,organic_search
173,2025-10-06,MA,organic_search
174,2025-10-28,MD,referral
175,2024-10-12,PA,organic_search
176,2025-10-05,CA,paid_search
177,2025-09-21,CA,affiliate
178,2025-10-06,CA,organic_search
179,2025-11-30,TX,email
180,2025-08-20,TX,paid_search
181,2024-03-21,CA,email
182,2025-08-24,CA,organic_search
183,2025-08-29,AZ,organic_search
184,2024-11-22,CA,paid_social
185,2025-03-16,CA,organic_search
186,2024-09-26,CO,organic_search
187,2025-06-12,TX,organic_search
188,2025-07-13,CA,organic_search
189,2024-12-17,GA,paid_search
190,2025-08-15,FL,paid_social
191,2024-06-04,CA,paid_search
192,2025-10-25,OH,organic_search
193,2025-01-26,CA,organic_search
194,2025-12-04,WA,paid_search
195,2025-03-13,MI,paid_social
196,2024-05-11,GA,affiliate
197,2025-07-23,OR,paid_social
198,2025-09-11,MO,email
199,2024-05-19,FL,organic_search
200,2025-12-07,CA,organic_search
201,2025-02-24,GA,affiliate
202,2025-05-09,TX,paid_search
203,2024-07-23,OR,organic_search
204,2025-10-15,NC,paid_social
205,2024-11-25,WA,referral
206,2024-01-31,NJ,email
207,2024-07-14,FL,affiliate
208,2024-12-27,PA,organic_search
209,2025-10-31,MI,referral
210,2025-10-07,GA,paid_search
211,2025-09-21,SC,paid_search
212,2025-06-30,NJ,paid_social
213,2025-06-14,TN,paid_social
214,2024-07-16,WA,paid_social
215,2025-05-24,SC,referral
216,2025-05-22,AL,organic_search
217,2024-05-31,WA,paid_search
218,2025-12-17,VA,organic_search
219,2024-10-17,PA,organic_search
220,2025-02-28,TX,paid_social
221,2025-06-07,TX,organic_search
222,2024-11-16,IL,organic_search
223,2025-01-05,LA,paid_social
224,2025-01-12,MA,paid_search
225,2025-10-19,CO,paid_social
226,2023-11-14,PA,organic_search
227,2025-06-07,MD,organic_search
228,2024-10-20,GA,paid_search
229,2024-06-29,CA,referral
230,2025-10-07,CA,email
231,2024-11-02,CA,paid_search
232,2025-01-01,TX,paid_search
233,2025-02-19,VA,paid_social
234,2025-06-05,VA,organic_search
235,2024-10-27,NY,email
236,2025-01-10,TX,email
237,2024-11-25,MI,referral
238,2025-03-26,CA,organic_search
239,2024-07-02,CA,referral
240,2025-02-14,MN,organic_search
241,2025-07-06,CA,organic_search
242,2025-09-13,OH,paid_social
243,2024-06-29,TX,email
244,2025-01-01,TX,paid_social
245,2025-05-04,CA,referral
246,2025-11-20,TX,organic_search
247,2024-03-05,MI,paid_search
248,2025-01-06,TX,paid_search
249,2023-07-28,FL,organic_search
250,2024-05-30,WI,email
251,2024-10-04,WA,paid_social
252,2025-09-28,CA,paid_social
253,2024-05-04,NY,paid_social
254,2024-09-21,NY,paid_social
255,2024-12-22,SC,organic_search
256,2025-01-05,AL,organic_search
257,2025-10-04,AL,organic_search
258,2024-05-10,CA,paid_social
259,2024-07-16,FL,organic_search
260,2025-06-01,VA,organic_search
261,2024-10-09,TX,organic_search
262,2025-02-03,WA,paid_social
263,2024-05-29,TX,organic_search
264,2024-10-22,OR,referral
265,2025-02-01,TX,paid_social
266,2025-08-31,NY,organic_search
267,2025-10-22,NJ,paid_social
268,2024-11-21,CA,organic_search
269,2024-08-26,FL,paid_search
270,2025-09-05,IL,email
271,2024-11-17,CA,paid_search
272,2025-12-07,CA,email
273,2024-07-26,KY,email
274,2024-07-05,NY,paid_social
275,2024-10-25,TN,organic_search
276,2025-01-26,CT,organic_search
277,2025-05-20,CA,organic_search
278,2024-11-25,FL,paid_search
279,2025-01-22,TN,organic_search
280,2025-06-09,CA,organic_search
281,2025-03-03,NY,paid_social
282,2025-09-11,KS,paid_search
283,2024-02-21,OH,organic_search
284,2024-11-03,CA,affiliate
285,2024-07-29,UT,organic_search
286,2025-02-10,AZ,paid_social
287,2023-10-28,OH,referral
288,2023-12-17,FL,organic_search
289,2025-01-27,FL,organic_search
290,2025-09-17,CA,organic_search
291,2025-10-09,FL,email
292,2025-09-25,AR,organic_search
293,2025-01-06,FL,organic_search
294,2025-01-23,FL,email
295,2024-12-18,PA,paid_search
296,2025-09-12,NJ,paid_social
297,2024-02-14,NC,paid_search
298,2024-10-13,CA,referral
299,2024-03-12,TX,referral
300,2024-09-28,NY,referral
301,2025-09-29,IL,email
302,2024-12-23,CA,organic_search
303,2024-04-07,CA,referral
304,2024-06-21,IL,paid_search
305,2025-03-31,NJ,organic_search
306,2024-10-02,MA,organic_search
307,2023-12-11,CA,referral
308,2025-08-08,MD,organic_search
309,2023-11-30,NV,email
310,2025-08-21,CA,referral
311,2025-05-03,FL,referral
312,2025-12-06,AR,paid_social
313,2025-07-27,OH,organic_search
314,2025-05-20,GA,organic_search
315,2025-11-08,GA,organic_search
316,2025-09-29,TX,email
317,2025-08-08,CA,organic_search
318,2025-11-18,IA,paid_search
319,2025-10-29,NY,paid_search
320,2024-08-14,TX,paid_social
321,2024-03-27,NC,paid_search
322,2025-04-28,CA,organic_search
323,2025-03-25,CA,paid_social
324,2025-10-31,WI,organic_search
325,2024-05-02,SC,paid_social
326,2024-08-31,VA,paid_social
327,2024-12-31,CO,organic_search
328,2025-06-02,GA,paid_search
329,2025-11-21,GA,paid_social
330,2024-10-08,CA,paid_social
331,2024-03-18,OH,paid_social
332,2024-12-22,FL,email
333,2025-05-19,GA,affiliate
334,2024-08-09,PA,referral
335,2024-06-07,OH,affiliate
336,2024-12-03,FL,paid_search
337,2025-05-19,FL,organic_search
338,2025-07-05,CA,paid_social
339,2025-01-29,KY,paid_search
340,2025-12-05,MA,paid_social
341,2024-07-02,CA,referral
342,2024-04-21,OK,organic_search
343,2023-12-27,CA,email
344,2024-12-06,NY,paid_social
345,2025-04-16,FL,paid_social
346,2025-11-04,OH,paid_social
347,2025-01-20,OR,paid_social
348,2025-04-06,IL,email
349,2024-11-01,PA,referral
350,2024-09-27,MI,referral
351,2024-10-13,MA,paid_social
352,2025-10-23,GA,affiliate
353,2025-09-27,CO,affiliate
354,2024-10-08,IN,organic_search
355,2024-12-03,FL,paid_social
356,2025-10-09,MA,organic_search
357,2025-12-19,OH,organic_search
358,2025-12-18,PA,paid_social
359,2025-05-11,NV,referral
360,2023-10-12,OR,organic_search
361,2024-01-13,MN,paid_social
362,2024-06-26,NY,affiliate
363,2025-11-02,IL,paid_social
364,2025-09-22,MN,organic_search
365,2025-05-27,GA,paid_search
366,2024-07-21,SC,paid_social
367,2025-02-20,WI,organic_search
368,2024-05-15,FL,paid_social
369,2025-11-19,PA,paid_search
370,2025-07-07,CA,referral
371,2024-08-29,MN,organic_search
372,2025-07-26,MI,paid_social
373,2025-07-27,KS,paid_social
374,2025-03-11,NY,affiliate
375,2025-08-30,MI,organic_search
376,2025-04-03,CA,email
377,2025-04-09,KY,organic_search
378,2024-06-09,PA,paid_social
379,2024-11-18,CA,email
380,2024-11-08,CA,referral
381,2025-04-15,OH,email
382,2024-08-06,MO,organic_search
383,2024-05-13,CA,organic_search
384,2025-01-14,OH,referral
385,2025-12-02,TX,organic_search
386,2024-12-24,PA,affiliate
387,2025-05-31,AZ,paid_social
388,2025-07-08,CA,email
389,2025-06-02,PA,paid_search
390,2024-06-17,LA,paid_search
391,2024-07-06,IL,email
392,2024-08-09,TN,paid_social
393,2025-08-01,TN,email
394,2024-01-23,OH,email
395,2024-10-08,CT,referral
396,2023-12-30,PA,referral
397,2023-12-27,IN,email
398,2025-08-21,FL,referral
399,2023-11-24,VA,paid_search
400,2024-05-18,SC,organic_search
401,2023-11-29,TX,organic_search
402,2025-04-23,TX,organic_search
403,2025-10-12,IA,paid_social
404,2025-07-16,TX,paid_social
405,2025-01-04,IL,paid_search
406,2025-07-03,IN,paid_search
407,2025-06-01,MD,organic_search
408,2025-12-17,MN,organic_search
409,2025-08-03,AZ,organic_search
410,2024-12-23,MN,email
411,2025-03-21,NY,email
412,2023-10-10,FL,organic_search
413,2025-11-18,GA,paid_social
414,2025-05-28,NC,email
415,2025-03-05,TX,paid_social
416,2025-03-10,MD,paid_social
417,2024-09-09,IL,paid_search
418,2025-09-14,CA,organic_search
419,2025-04-09,FL,referral
420,2025-06-30,NV,email
421,2025-07-07,CO,organic_search
422,2023-12-30,OK,paid_social
423,2024-06-04,AL,organic_search
424,2023-11-11,CA,organic_search
425,2025-01-20,TX,paid_search
426,2025-01-05,CT,paid_social
427,2025-10-30,NC,organic_search
428,2024-01-31,AL,affiliate
429,2025-08-23,MI,paid_social
430,2025-11-12,TX,organic_search
431,2024-06-13,FL,paid_social
432,2025-12-04,FL,paid_search
433,2025-02-18,PA,email
434,2024-02-13,NY,email
435,2025-01-07,CA,referral
436,2025-01-15,MO,email
437,2025-07-31,WI,paid_social
438,2024-07-29,IL,paid_search
439,2024-10-04,CA,paid_social
440,2025-02-02,MI,paid_social
441,2024-08-21,TN,paid_social
442,2025-05-09,IL,organic_search
443,2024-04-16,FL,organic_search
444,2025-12-06,NV,paid_social
445,2023-11-09,AZ,email
446,2025-08-05,PA,paid_search
447,2025-07-16,GA,organic_search
448,2025-07-18,NY,organic_search
449,2025-08-18,FL,paid_social
450,2025-06-11,CA,organic_search
451,2025-04-09,GA,paid_search
452,2025-01-16,PA,email
453,2025-10-19,FL,paid_search
454,2025-10-29,TN,organic_search
455,2025-10-16,NJ,organic_search
456,2025-02-22,MI,paid_search
457,2025-08-09,FL,organic_search
458,2023-11-22,TN,organic_search
459,2025-02-05,MI,paid_search
460,2025-07-10,UT,affiliate
461,2025-03-28,CA,organic_search
462,2025-03-31,GA,referral
463,2024-12-22,VA,email
464,2023-12-08,NJ,organic_search
465,2025-08-09,WI,referral
466,2025-01-15,PA,organic_search
467,2025-12-05,CA,organic_search
468,2025-06-11,NC,organic_search
469,2025-08-30,TN,email
470,2023-10-06,IN,referral
471,2025-09-22,NY,email
472,2024-04-30,CA,paid_search
473,2024-10-08,CT,organic_search
474,2025-09-03,OH,organic_search
475,2025-09-25,VA,organic_search
476,2025-09-09,NC,referral
477,2025-10-06,OK,paid_social
478,2025-05-30,MI,organic_search
479,2024-05-24,CA,email
480,2025-05-06,NV,organic_search
481,2025-01-25,IL,email
482,2024-11-14,FL,organic_search
483,2025-02-11,MI,paid_social
484,2024-05-19,FL,organic_search
485,2025-11-16,PA,email
486,2024-11-29,CA,organic_search
487,2025-11-09,CA,paid_search
488,2024-09-23,NJ,referral
489,2025-06-22,NY,paid_search
490,2025-01-20,NC,paid_search
491,2025-10-29,IA,paid_social
492,2025-04-14,UT,paid_social
493,2025-08-24,TN,organic_search
494,2025-01-17,NY,paid_social
495,2025-10-01,MA,organic_search
496,2025-08-11,OR,referral
497,2025-05-09,NJ,paid_search
498,2025-02-24,AZ,paid_social
499,2025-02-14,NY,organic_search
500,2024-11-08,CA,organic_search
501,2025-04-29,NJ,organic_search
502,2024-03-13,IA,organic_search
503,2025-05-25,WI,paid_social
504,2024-11-13,CA,affiliate
505,2024-09-23,TX,organic_search
506,2023-10-09,MI,paid_social
507,2024-06-06,SC,organic_search
508,2024-09-23,OR,organic_search
509,2024-02-10,UT,organic_search
510,2023-12-03,PA,paid_search
511,2023-07-21,LA,organic_search
512,2025-10-02,FL,paid_social
513,2024-08-29,NC,paid_search
514,2025-08-11,TX,paid_search
515,2025-08-02,CA,paid_social
516,2025-07-14,FL,organic_search
517,2024-10-16,MN,organic_search
518,2025-04-16,FL,affiliate
519,2024-03-19,CA,organic_search
520,2025-02-06,CA,email
521,2025-08-24,PA,paid_search
522,2025-10-29,TX,email
523,2025-09-12,LA,referral
524,2024-09-09,VA,organic_search
525,2025-03-24,WI,paid_social
526,2023-10-18,MI,paid_search
527,2025-03-18,OH,paid_social
528,2025-01-07,OH,organic_search
529,2025-06-11,CO,organic_search
530,2025-10-22,OR,organic_search
531,2024-07-03,AL,affiliate
532,2025-12-06,WI,paid_social
533,2025-08-11,NY,affiliate
534,2025-05-16,NY,paid_social
535,2024-11-01,OH,paid_social
536,2024-06-04,TX,organic_search
537,2025-09-24,CA,email
538,2024-04-14,CA,email
539,2024-08-11,SC,organic_search
540,2024-01-03,SC,referral
541,2025-06-18,IL,email
542,2023-09-27,CA,paid_social
543,2025-07-18,TX,affiliate
544,2025-02-10,PA,organic_search
545,2024-12-10,TX,paid_search
546,2025-01-15,CO,referral
547,2025-07-13,TX,organic_search
548,2024-06-05,NY,organic_search
549,2024-09-01,OH,organic_search
550,2023-08-01,NY,paid_search
551,2024-11-29,NM,organic_search
552,2025-12-06,MO,organic_search
553,2025-02-25,GA,organic_search
554,2024-07-11,AR,paid_social
555,2025-06-15,OH,affiliate
556,2024-05-01,CA,paid_search
557,2025-06-20,AL,paid_social
558,2025-04-09,IN,paid_search
559,2025-10-09,CA,email
560,2024-12-04,SC,paid_social
561,2025-02-10,CA,affiliate
562,2025-11-09,MI,paid_social
563,2024-07-07,MN,paid_social
564,2025-03-21,CA,referral
565,2025-10-29,CA,paid_social
566,2024-10-09,WI,organic_search
567,2025-12-07,SC,email
568,2023-11-18,NY,paid_social
569,2025-11-27,CA,referral
570,2025-06-23,AR,affiliate
571,2025-08-13,CA,referral
572,2023-10-31,LA,organic_search
573,2025-12-16,CT,referral
574,2025-04-28,AZ,affiliate
575,2025-07-14,IA,paid_social
576,2024-09-23,NC,affiliate
577,2024-12-04,CO,referral
578,2024-11-25,WI,paid_search
579,2025-09-12,OH,email
580,2025-01-08,OH,email
581,2023-08-13,OH,referral
582,2025-02-10,TX,paid_social
583,2025-08-20,FL,paid_social
584,2024-06-13,CA,paid_social
585,2024-07-12,MO,organic_search
586,2025-07-28,IL,organic_search
587,2025-10-23,WA,organic_search
588,2024-06-17,NJ,paid_social
589,2025-10-03,OK,organic_search
590,2024-12-29,FL,paid_search
591,2024-12-31,MO,email
592,2024-06-16,CA,organic_search
593,2025-12-17,MO,referral
594,2024-10-10,MO,paid_social
595,2025-08-21,AL,referral
596,2025-08-16,GA,paid_social
597,2024-08-26,IL,paid_search
598,2025-04-29,TX,email
599,2024-11-25,NC,paid_social
600,2024-04-20,TX,organic_search
601,2025-04-09,TN,paid_social
602,2024-01-13,VA,paid_social
603,2025-08-20,CA,paid_search
604,2023-12-24,TX,paid_search
605,2025-01-24,GA,paid_search
606,2025-07-18,NC,organic_search
607,2024-05-03,NY,email
608,2025-02-18,FL,organic_search
609,2025-07-16,MN,organic_search
610,2024-01-27,TX,organic_search
611,2024-12-21,MO,organic_search
612,2023-08-02,CA,paid_search
613,2023-08-07,PA,referral
614,2025-10-22,PA,paid_search
615,2025-12-08,NY,email
616,2025-04-26,KS,email
617,2024-02-05,NY,organic_search
618,2025-01-21,KY,email
619,2025-11-19,NC,organic_search
620,2025-11-07,NY,affiliate
621,2025-06-06,NY,organic_search
622,2025-12-19,WA,organic_search
623,2025-04-26,LA,organic_search
624,2025-01-14,FL,organic_search
625,2025-07-02,GA,paid_search
626,2025-05-09,KY,paid_search
627,2024-12-11,MO,organic_search
628,2024-09-04,UT,organic_search
629,2025-11-26,OH,organic_search
630,2025-11-27,NJ,paid_social
631,2025-04-27,IL,affiliate
632,2024-03-28,NY,email
633,2024-06-15,GA,organic_search
634,2025-08-07,MN,paid_search
635,2025-11-21,CA,paid_social
636,2025-02-26,NC,paid_search
637,2025-01-26,WA,email
638,2025-05-28,FL,paid_social
639,2024-10-22,AR,paid_social
640,2024-07-13,CA,paid_search
641,2025-08-28,CA,email
642,2025-10-31,FL,referral
643,2025-12-10,PA,email
644,2025-01-12,MO,email
645,2024-12-22,MI,paid_social
646,2025-01-15,NJ,organic_search
647,2025-10-04,IL,organic_search
648,2025-09-10,CA,referral
649,2025-11-02,WA,paid_social
650,2025-11-16,NJ,affiliate
651,2024-04-28,OK,referral
652,2025-09-06,AL,paid_social
653,2025-07-25,TX,paid_social
654,2025-08-25,IN,email
655,2025-09-19,PA,paid_social
656,2023-11-02,GA,email
657,2025-01-19,LA,organic_search
658,2024-06-17,AZ,organic_search
659,2024-10-13,KS,organic_search
660,2024-10-22,CA,paid_search
661,2024-12-20,CA,organic_search
662,2024-08-08,NC,paid_social
663,2025-05-30,CA,paid_social
664,2024-09-30,WI,email
665,2025-09-04,MN,organic_search
666,2025-07-15,CA,email
667,2025-05-03,TN,referral
668,2025-06-01,CA,email
669,2025-01-15,KY,paid_social
670,2025-07-08,WA,paid_social
671,2025-10-29,WA,referral
672,2025-07-16,CA,organic_search
673,2025-09-11,TX,organic_search
674,2025-10-13,TX,affiliate
675,2025-06-18,FL,email
676,2024-05-26,OK,paid_search
677,2025-06-25,MO,email
678,2024-11-29,FL,referral
679,2025-07-01,MD,paid_search
680,2025-05-18,CA,paid_social
681,2025-07-24,PA,paid_search
682,2024-10-16,FL,referral
683,2023-10-26,NJ,affiliate
684,2025-02-24,CO,affiliate
685,2024-08-16,CT,email
686,2023-10-14,NY,referral
687,2025-06-06,CA,paid_search
688,2025-07-09,FL,organic_search
689,2025-07-03,NV,organic_search
690,2025-05-02,PA,organic_search
691,2025-06-28,IL,paid_search
692,2025-04-13,PA,referral
693,2024-10-17,CO,referral
694,2025-11-10,CO,organic_search
695,2025-10-19,WI,organic_search
696,2024-12-24,CA,organic_search
697,2025-01-26,MI,paid_social
698,2024-03-17,NJ,paid_social
699,2025-06-20,TX,organic_search
700,2024-12-19,SC,referral
701,2024-10-07,MI,affiliate
702,2025-06-07,CA,organic_search
703,2025-10-31,CA,email
704,2025-11-07,NJ,affiliate
705,2025-08-29,NC,paid_social
706,2024-09-21,TN,organic_search
707,2025-10-06,NV,paid_search
708,2025-08-05,PA,organic_search
709,2023-11-12,FL,paid_social
710,2023-11-14,FL,organic_search
711,2024-09-04,AR,email
712,2024-11-08,CA,paid_search
713,2025-02-23,OR,organic_search
714,2023-10-29,LA,organic_search
715,2025-05-12,FL,paid_social
716,2025-09-25,IL,organic_search
717,2024-10-21,CT,email
718,2024-06-07,PA,paid_search
719,2025-09-23,NY,affiliate
720,2025-10-18,WI,paid_social
721,2024-10-03,NY,organic_search
722,2025-08-26,NJ,paid_social
723,2025-03-23,AZ,email
724,2023-12-20,FL,affiliate
725,2023-08-20,MI,paid_search
726,2025-10-08,TX,affiliate
727,2024-03-13,GA,organic_search
728,2025-08-21,PA,email
729,2025-05-24,TN,organic_search
730,2025-06-29,MN,referral
731,2024-01-29,OR,paid_search
732,2025-03-07,AR,organic_search
733,2024-01-04,GA,organic_search
734,2024-10-14,PA,paid_social
735,2023-12-28,KY,organic_search
736,2025-11-06,MI,referral
737,2024-04-01,FL,email
738,2023-11-26,CO,organic_search
739,2025-07-04,MI,paid_social
740,2025-12-15,IL,affiliate
741,2025-05-11,CA,organic_search
742,2025-10-13,FL,email
743,2025-08-15,NJ,paid_search
744,2025-01-02,NY,paid_social
745,2024-01-11,OH,referral
746,2025-10-13,OH,organic_search
747,2024-06-04,WA,referral
748,2023-10-21,NC,email
749,2025-09-19,NY,paid_social
750,2025-03-19,CA,organic_search
751,2025-10-18,TX,email
752,2025-07-18,CA,paid_social
753,2025-07-02,FL,paid_social
754,2025-02-20,VA,paid_search
755,2025-11-11,PA,paid_search
756,2024-05-18,VA,paid_social
757,2025-01-14,PA,organic_search
758,2024-10-12,CA,organic_search
759,2024-05-10,MI,paid_social
760,2025-11-11,IL,paid_social
761,2024-10-15,TN,paid_social
762,2024-06-13,WI,referral
763,2025-06-08,MD,organic_search
764,2024-03-21,FL,organic_search
765,2025-09-08,PA,organic_search
766,2023-11-19,AR,organic_search
767,2025-10-06,SC,paid_social
768,2025-04-26,TX,organic_search
769,2025-08-12,NM,organic_search
770,2024-06-27,SC,organic_search
771,2025-12-19,IN,paid_search
772,2024-02-26,MA,organic_search
773,2025-07-25,GA,email
774,2025-08-23,CA,organic_search
775,2024-09-25,NC,paid_social
776,2025-02-03,CA,organic_search
777,2025-12-04,CA,organic_search
778,2024-08-09,TX,paid_search
779,2025-11-16,NY,organic_search
780,2024-03-25,CA,organic_search
781,2025-09-30,CA,affiliate
782,2025-11-26,NY,paid_social
783,2025-01-18,VA,organic_search
784,2025-06-02,PA,organic_search
785,2025-12-17,CA,organic_search
786,2025-06-27,NC,paid_search
787,2025-07-05,OH,paid_social
788,2024-05-05,TX,email
789,2024-09-04,CA,organic_search
790,2025-09-05,TX,paid_social
791,2025-05-28,CA,organic_search
792,2025-09-12,KY,email
793,2025-08-22,WA,paid_social
794,2024-12-24,IL,organic_search
795,2025-05-02,CA,paid_social
796,2024-08-24,MI,paid_social
797,2023-12-29,NJ,paid_search
798,2025-03-29,FL,paid_social
799,2025-08-26,NJ,organic_search
800,2025-03-29,CA,paid_search
801,2024-12-14,CA,paid_social
802,2025-08-25,CA,paid_search
803,2024-10-23,WI,organic_search
804,2025-01-30,VA,paid_search
805,2025-02-23,CA,organic_search
806,2025-06-14,NV,email
807,2024-08-22,TX,email
808,2025-03-11,SC,organic_search
809,2024-12-01,LA,paid_search
810,2025-04-16,OR,paid_social
811,2025-06-08,NY,paid_social
812,2025-05-05,NY,paid_search
813,2025-12-17,GA,referral
814,2025-04-30,IN,affiliate
815,2025-09-26,IL,paid_social
816,2024-10-27,UT,organic_search
817,2025-02-12,MD,email
818,2025-04-07,NY,organic_search
819,2025-07-21,FL,organic_search
820,2025-03-15,CA,paid_search
821,2025-08-05,VA,paid_search
822,2025-05-15,AL,paid_search
823,2025-10-23,UT,paid_social
824,2025-12-12,FL,paid_search
825,2024-08-28,TX,paid_social
826,2025-01-22,MA,paid_social
827,2024-06-03,IL,paid_search
828,2025-06-13,MI,organic_search
829,2025-06-16,CA,organic_search
830,2024-01-30,OK,paid_social
831,2024-04-27,NJ,paid_social
832,2025-07-23,UT,affiliate
833,2025-09-01,IN,paid_search
834,2025-07-23,MD,organic_search
835,2024-07-12,CA,paid_social
836,2025-05-20,MA,referral
837,2024-07-22,MI,email
838,2024-10-20,NC,paid_search
839,2024-06-17,KY,paid_social
840,2023-10-30,MN,organic_search
841,2025-05-15,TX,affiliate
842,2025-08-08,NC,paid_search
843,2025-09-15,CO,paid_search
844,2025-04-26,AR,paid_social
845,2024-01-17,FL,email
846,2024-11-22,AL,organic_search
