order_id,product_id,quantity,unit_price,discount_amount
100128,1075,1,50.99,0
100129,1008,1,43.99,0
100129,1016,1,180.99,0
100130,1013,1,124.99,0
100131,1082,2,104.99,0
100132,1009,1,131.99,0
100133,1007,2,71.99,0
100133,1024,1,59.99,0
100133,1006,1,16.99,0
100133,1049,1,126.99,0
100134,1085,1,115.99,0
100135,1032,1,81.99,0
100135,1075,1,50.99,0
100135,1034,1,68.99,0
100136,1003,1,22.99,0
100136,1058,2,93.99,0
100136,1090,1,17.99,0
100136,1027,1,90.99,0
100137,1004,1,75.99,0
100138,1031,2,38.99,0
100138,1023,2,135.99,0
100139,1077,1,25.99,0
100140,1058,1,93.99,0
100140,1078,1,85.99,0
100140,1004,1,75.99,0
100141,1026,1,161.99,0
100142,1017,1,86.99,0
100143,1033,1,85.99,0
100143,1055,1,200.99,0
100143,1003,3,22.99,0
100144,1001,1,61.99,0
100145,1025,1,166.99,0
100146,1029,1,30.99,0
100146,1026,2,161.99,0
100147,1080,1,134.99,0
100148,1022,1,88.99,0
100149,1081,1,74.99,0
100149,1010,2,96.99,0
100150,1055,2,200.99,0
100151,1058,1,93.99,0
100152,1079,1,61.99,0
100153,1032,1,81.99,0
100154,1050,1,146.99,0
100155,1014,1,36.99,0
100156,1084,1,112.99,0
100157,1038,1,313.99,0
100157,1050,3,146.99,0
100157,1074,1,19.99,0
100157,1014,1,36.99,0
100158,1012,1,109.99,0
100158,1015,1,96.99,0
100158,1007,3,71.99,0
100159,1003,1,22.99,0
100160,1023,2,135.99,0
100161,1012,1,109.99,0
100162,1001,1,61.99,0
100162,1084,1,112.99,0
100163,1054,1,229.99,0
100164,1007,1,71.99,0
100164,1024,1,59.99,0
100164,1071,1,9.99,0
100165,1021,1,123.99,12.4
100165,1087,1,45.99,4.6
100165,1009,1,131.99,13.2
100165,1002,1,138.99,13.9
100166,1018,3,212.99,0
100167,1019,1,77.99,0
100167,1073,1,69.99,0
100167,1035,1,51.99,0
100168,1076,1,138.99,0
100169,1014,2,36.99,0
100170,1069,1,26.99,0
100170,1024,1,59.99,0
100170,1083,1,19.99,0
100171,1071,1,9.99,0
100172,1032,1,81.99,0
100173,1020,2,54.99,0
100174,1040,1,476.99,0
100174,1058,1,93.99,0
100174,1078,1,85.99,0
100175,1011,1,34.99,0
100176,1001,1,61.99,0
100177,1001,1,61.99,0
100177,1045,1,506.99,0
100178,1014,1,36.99,0
100178,1036,1,58.99,0
100179,1036,1,58.99,0
100180,1073,1,69.99,0
100180,1052,1,208.99,0
100180,1044,1,529.99,0
100180,1061,1,45.99,0
100181,1036,2,58.99,0
100181,1030,1,7.99,0
100181,1074,1,19.99,0
100182,1075,1,50.99,5.1
100183,1006,1,16.99,0
100184,1074,1,19.99,0
100184,1023,1,135.99,0
100184,1018,2,212.99,0
100185,1084,1,112.99,0
100185,1070,4,122.99,0
100185,1040,1,476.99,0
100186,1090,1,17.99,0
100187,1019,1,77.99,0
100187,1069,1,26.99,0
100188,1001,1,61.99,0
100188,1089,1,53.99,0
100189,1051,1,53.99,0
100189,1055,1,200.99,0
100189,1007,1,71.99,0
100190,1035,2,51.99,0
100191,1033,1,85.99,0
100192,1010,1,96.99,0
100192,1026,1,161.99,0
100192,1041,1,553.99,0
100192,1017,2,86.99,0
100193,1078,1,85.99,0
100193,1029,1,30.99,0
100193,1030,1,7.99,0
100194,1016,1,180.99,0
100194,1058,2,93.99,0
100195,1059,1,467.99,0
100196,1082,1,104.99,0
100196,1051,3,53.99,0
100197,1080,1,134.99,0
100197,1034,1,68.99,0
100197,1077,1,25.99,0
100198,1020,2,54.99,0
100199,1043,1,127.99,0
100199,1074,1,19.99,0
100199,1077,1,25.99,0
100200,1043,1,127.99,0
100200,1081,1,74.99,0
100201,1081,1,74.99,0
100202,1030,2,7.99,0
100203,1076,2,138.99,0
100203,1060,1,134.99,0
100204,1014,1,36.99,0
100205,1037,1,28.99,2.9
100206,1072,1,141.99,0
100207,1078,1,85.99,0
100207,1071,1,9.99,0
100207,1001,1,61.99,0
100208,1080,1,134.99,0
100209,1052,4,208.99,0
100209,1053,1,37.99,0
100209,1050,2,146.99,0
100210,1014,1,,0
100211,1030,1,7.99,0
100212,1031,1,38.99,0
100212,1001,1,61.99,0
100213,1078,1,85.99,0
100213,1004,1,75.99,0
100214,1017,1,86.99,0
100214,1008,1,43.99,0
100214,1034,1,68.99,0
100215,1081,2,74.99,0
100216,1087,1,45.99,0
100217,1019,3,77.99,0
100218,1008,1,43.99,0
100218,1019,1,77.99,0
100218,1049,1,126.99,0
100218,1017,1,86.99,0
100219,1003,3,22.99,0
100219,1019,2,77.99,0
100220,1090,2,17.99,0
100221,1071,1,9.99,0
100222,1028,2,77.99,0
100223,1035,1,51.99,0
100223,1079,1,61.99,0
100224,1053,1,37.99,0
100225,1034,1,68.99,0
100226,1071,1,9.99,0
100227,1090,1,17.99,0
100227,1087,1,45.99,0
100227,1078,1,85.99,0
100228,1075,2,50.99,0
100229,1052,1,208.99,0
100229,1081,2,74.99,0
100230,1010,1,96.99,0
100231,1089,1,53.99,5.4
100232,1028,1,77.99,0
100233,1001,1,61.99,0
100234,1087,1,45.99,0
100234,1035,1,51.99,0
100235,1012,1,109.99,0
100235,1051,1,53.99,0
100236,1082,2,104.99,0
100237,1074,1,19.99,0
100238,1043,1,127.99,0
100238,1015,2,96.99,0
100239,1021,1,123.99,0
100240,1034,2,68.99,0
100241,1024,1,59.99,0
100242,1009,1,131.99,0
100243,1015,1,96.99,0
100244,1015,1,96.99,0
100244,1078,1,85.99,0
100245,1009,1,131.99,0
100246,1022,1,88.99,0
100246,1079,1,61.99,0
100247,1090,1,17.99,0
100248,1035,2,51.99,0
100248,1008,1,43.99,0
100249,1002,1,138.99,0
100250,1015,1,96.99,0
100250,1072,1,141.99,0
100251,1071,1,9.99,0
100252,1034,2,68.99,0
100253,1080,1,134.99,0
100254,1032,1,81.99,0
100255,1090,1,17.99,0
100255,1057,1,205.99,0
100255,1028,2,77.99,0
100255,1050,1,146.99,0
100256,1073,1,69.99,0
100256,1085,2,115.99,0
100256,1009,1,131.99,0
100257,1070,3,122.99,0
100258,1028,2,77.99,0
100258,1072,1,141.99,0
100259,1025,1,166.99,0
100260,1087,3,45.99,0
100261,1015,1,96.99,0
100262,1055,1,200.99,0
100262,1023,1,135.99,0
100262,1008,1,43.99,0
100262,1062,1,152.99,0
100263,1074,1,19.99,0
100263,1076,1,138.99,0
100263,1082,1,104.99,0
100264,1002,1,138.99,0
100265,1053,1,37.99,0
100266,1080,1,134.99,0
100266,1076,1,138.99,0
100266,1009,1,131.99,0
100267,1009,1,131.99,0
100268,1082,2,104.99,0
100269,1053,2,37.99,0
100270,1074,1,19.99,0
100271,1016,1,180.99,0
100271,1089,1,53.99,0
100272,1004,1,75.99,7.6
100273,1027,1,90.99,0
100273,1030,1,7.99,0
100273,1071,1,9.99,0
100274,1014,1,36.99,0
100275,1070,1,122.99,0
100275,1017,1,86.99,0
100275,1010,1,96.99,0
100276,1031,1,38.99,0
100277,1024,1,59.99,0
100277,1080,1,134.99,0
100277,1082,1,104.99,0
100277,1051,2,53.99,0
100278,1088,1,20.99,0
100279,1014,1,36.99,0
100279,1084,1,112.99,0
100280,1010,1,96.99,0
100281,1031,1,38.99,0
100282,1075,1,50.99,0
100282,1073,1,69.99,0
100283,1038,1,313.99,0
100284,1011,2,34.99,0
100285,1080,1,134.99,0
100285,1084,1,112.99,0
100285,1086,1,97.99,0
100286,1070,1,122.99,0
100286,1086,1,97.99,0
100287,1082,2,104.99,0
100288,1004,1,75.99,0
100289,1009,1,131.99,0
100289,1004,1,75.99,0
100290,1072,2,141.99,0
100290,1065,1,164.99,0
100291,1051,3,53.99,0
100291,1012,1,109.99,0
100292,1088,3,20.99,0
100293,1017,2,86.99,0
100294,1066,1,171.99,0
100294,1029,1,30.99,0
100295,1001,1,61.99,0
100296,1006,1,16.99,0
100297,1070,1,122.99,0
100297,1051,1,53.99,0
100297,1045,1,506.99,0
100297,1009,4,131.99,0
100298,1074,1,19.99,0
100299,1090,3,17.99,0
100300,1005,1,79.99,8
100301,1086,1,97.99,0
100301,1009,1,131.99,0
100301,1036,1,58.99,0
100301,1081,1,74.99,0
100302,1001,1,61.99,0
100303,1073,3,69.99,0
100304,1088,2,20.99,0
100304,1032,1,81.99,0
100304,1076,3,138.99,0
100305,1056,2,239.99,0
100306,1089,1,53.99,0
100307,1057,1,205.99,0
100308,1035,1,51.99,0
100308,1057,1,205.99,0
100308,1088,1,20.99,0
100308,1077,2,25.99,0
100309,1020,1,54.99,0
100310,1057,1,205.99,0
100310,1035,2,51.99,0
100310,1056,1,239.99,0
100311,1037,1,28.99,0
100311,1014,1,36.99,0
100311,1003,2,22.99,0
100312,1023,1,135.99,0
100312,1029,2,30.99,0
100312,1051,1,53.99,0
100312,1013,2,124.99,0
100313,1072,4,141.99,0
100313,1026,3,161.99,0
100314,1073,2,69.99,0
100314,1047,1,194.99,0
100314,1058,1,93.99,0
100315,1075,1,50.99,0
100315,1015,4,96.99,0
100316,1013,1,124.99,0
100316,1009,1,131.99,0
100317,1057,1,205.99,0
100317,1049,1,126.99,0
100318,1090,1,17.99,0
100319,1045,1,506.99,0
100319,1079,1,61.99,0
100319,1055,3,200.99,0
100320,1083,1,19.99,0
100321,1082,1,104.99,0
100321,1086,1,97.99,0
100321,1018,2,212.99,0
100322,1014,2,36.99,0
100323,1002,1,138.99,0
100323,1071,1,9.99,0
100323,1005,1,79.99,0
100323,1027,1,90.99,0
100324,1087,1,45.99,4.6
100324,1013,1,124.99,12.5
100325,1088,1,20.99,0
100326,1073,1,69.99,0
100327,1002,1,138.99,13.9
100327,1013,1,124.99,12.5
100328,1087,2,45.99,0
100329,1003,1,22.99,0
100330,1029,1,30.99,0
100331,1055,1,200.99,0
100331,1089,1,53.99,0
100332,1084,1,112.99,0
100333,1074,3,19.99,0
100333,1006,1,16.99,0
100333,1089,4,53.99,0
100333,1057,1,205.99,0
100334,1082,1,104.99,0
100335,1073,1,69.99,0
100335,1011,1,34.99,0
100336,1008,2,43.99,8.8
100336,1053,1,37.99,3.8
100337,1073,1,69.99,0
100337,1074,1,19.99,0
100338,1042,1,773.99,0
100339,1072,1,141.99,0
100339,1050,1,146.99,0
100339,1004,1,75.99,0
100340,1002,1,138.99,0
100340,1063,1,245.99,0
100340,1050,1,146.99,0
100341,1087,2,45.99,0
100342,1027,1,90.99,0
100343,1007,1,71.99,0
100343,1030,1,7.99,0
100344,1015,1,96.99,0
100344,1016,1,180.99,0
100344,1047,1,194.99,0
100345,1078,1,85.99,0
100345,1043,1,127.99,0
100346,1031,3,38.99,0
100347,1056,1,239.99,24
100347,1004,2,75.99,15.2
100347,1002,2,138.99,27.8
100348,1026,1,161.99,0
100348,1002,1,138.99,0
100349,1019,1,77.99,0
100349,1036,2,58.99,0
100349,1053,1,37.99,0
100350,1071,1,9.99,0
100350,1001,1,61.99,0
100350,1003,2,22.99,0
100351,1001,2,61.99,0
100352,1004,1,75.99,0
100353,1039,1,483.99,0
100353,1049,1,126.99,0
100354,1048,1,139.99,14
100354,1087,1,45.99,4.6
100355,1054,1,229.99,0
100355,1053,1,37.99,0
100355,1006,1,16.99,0
100356,1033,1,85.99,0
100357,1062,1,152.99,0
100357,1079,1,61.99,0
100358,1057,2,205.99,0
100359,1016,1,180.99,0
100360,1035,1,51.99,0
100361,1077,1,,0
100361,1018,2,212.99,0
100361,1011,1,34.99,0
100362,1054,1,229.99,0
100362,1012,1,109.99,0
100363,1006,2,16.99,0
100363,1063,1,245.99,0
100364,1073,1,69.99,0
100364,1035,1,51.99,0
100364,1012,1,109.99,0
100364,1008,1,43.99,0
100365,1002,1,138.99,0
100366,1074,1,19.99,0
100366,1050,3,146.99,0
100367,1031,1,38.99,0
100367,1086,2,97.99,0
100368,1015,1,96.99,0
100369,1022,1,88.99,0
100369,1074,1,19.99,0
100370,1012,1,109.99,0
100370,1017,1,86.99,0
100371,1058,1,93.99,0
100371,1010,1,96.99,0
100372,1023,1,135.99,0
100372,1078,1,85.99,0
100373,1010,1,96.99,0
100374,1023,2,135.99,0
100375,1050,1,146.99,0
100376,1081,2,74.99,0
100377,1076,1,138.99,0
100378,1090,1,17.99,0
100378,1016,1,180.99,0
100379,1026,1,161.99,0
100380,1027,1,90.99,0
100380,1036,1,58.99,0
100381,1079,1,61.99,0
100382,1090,4,17.99,0
100383,1003,1,22.99,0
100383,1010,1,96.99,0
100384,1012,1,109.99,0
100385,1051,1,53.99,0
100386,1001,1,61.99,0
100387,1077,1,25.99,0
100387,1008,1,43.99,0
100388,1022,2,88.99,0
100388,1090,1,17.99,0
100389,1023,1,135.99,0
100390,1087,2,45.99,0
100391,1076,3,138.99,0
100391,1007,2,71.99,0
100392,1049,1,126.99,0
100393,1031,1,38.99,0
100393,1020,1,54.99,0
100393,1017,1,86.99,0
100394,1011,2,34.99,7
100394,1033,1,85.99,8.6
100394,1030,1,7.99,0.8
100395,1090,1,17.99,0
100395,1052,1,208.99,0
100396,1015,1,,0
100396,1038,1,313.99,0
100397,1029,1,30.99,0
100397,1082,1,104.99,0
100397,1055,1,200.99,0
100397,1008,1,43.99,0
100398,1087,1,45.99,0
100398,1003,1,22.99,0
100398,1080,2,134.99,0
100399,1054,1,229.99,0
100399,1081,1,74.99,0
100400,1073,1,69.99,0
100400,1034,1,68.99,0
100400,1084,1,112.99,0
100400,1075,4,50.99,0
100401,1018,1,212.99,0
100401,1075,1,50.99,0
100401,1013,1,124.99,0
100402,1084,1,112.99,0
100402,1014,1,36.99,0
100402,1078,1,85.99,0
100403,1007,1,71.99,0
100404,1034,1,68.99,0
100405,1081,3,74.99,0
100406,1073,1,69.99,7
100407,1052,1,208.99,0
100407,1057,1,205.99,0
100407,1050,1,146.99,0
100408,1039,1,483.99,0
100409,1014,1,36.99,0
100409,1008,1,43.99,0
100409,1076,1,138.99,0
100410,1032,1,81.99,0
100410,1088,1,20.99,0
100411,1018,2,212.99,0
100412,1033,1,85.99,0
100413,1058,1,93.99,0
100414,1015,1,96.99,0
100415,1084,2,112.99,0
100415,1078,1,85.99,0
100416,1080,1,134.99,0
100417,1073,1,69.99,0
100418,1076,1,138.99,0
100419,1073,1,69.99,0
100420,1027,1,90.99,0
100421,1017,1,86.99,0
100422,1088,3,20.99,0
100423,1034,1,68.99,0
100424,1079,1,61.99,0
100425,1022,2,88.99,0
100425,1058,2,93.99,0
100426,1018,1,212.99,0
100427,1081,2,74.99,0
100428,1084,1,112.99,0
100429,1016,1,180.99,0
100429,1044,1,529.99,0
100430,1085,1,115.99,0
100431,1085,1,115.99,0
100432,1028,1,77.99,0
100432,1088,1,20.99,0
100433,1009,1,131.99,0
100433,1028,1,77.99,0
100433,1011,2,34.99,0
100433,1010,1,96.99,0
100434,1066,3,171.99,0
100435,1024,1,59.99,0
100435,1083,1,19.99,0
100435,1009,4,131.99,0
100435,1074,1,19.99,0
100436,1041,1,553.99,0
100436,1074,1,19.99,0
100436,1046,1,142.99,0
100437,1019,1,77.99,0
100437,1013,1,124.99,0
100437,1082,2,104.99,0
100437,1036,1,58.99,0
100438,1067,1,34.99,0
100438,1003,2,22.99,0
100439,1072,2,141.99,0
100440,1074,4,19.99,0
100441,1029,1,30.99,0
100442,1073,1,69.99,0
100442,1035,1,51.99,0
100442,1083,2,19.99,0
100442,1066,1,171.99,0
100443,1011,1,34.99,0
100443,1005,1,79.99,0
100443,1087,1,45.99,0
100444,1056,1,239.99,0
100445,1014,1,36.99,0
100446,1072,1,141.99,14.2
100446,1026,2,161.99,32.4
100447,1019,2,77.99,0
100448,1078,4,85.99,0
100448,1073,2,69.99,0
100448,1074,1,19.99,0
100449,1050,1,146.99,0
100449,1008,1,43.99,0
100450,1001,2,61.99,0
100450,1083,1,19.99,0
100450,1026,1,161.99,0
100450,1073,1,69.99,0
100451,1012,1,109.99,0
100452,1065,1,164.99,0
100452,1073,1,69.99,0
100453,1036,1,58.99,0
100453,1034,2,68.99,0
100454,1031,2,38.99,0
100455,1086,1,97.99,0
100456,1026,2,161.99,0
100456,1073,2,69.99,0
100456,1043,1,127.99,0
100456,1008,1,43.99,0
100457,1054,2,229.99,0
100457,1047,1,194.99,0
100457,1024,1,59.99,0
100457,1027,1,90.99,0
100458,1015,1,96.99,0
100458,1076,1,138.99,0
100459,1005,1,79.99,0
100459,1054,1,229.99,0
100459,1033,1,85.99,0
100460,1041,1,553.99,55.4
100461,1089,1,53.99,0
100461,1023,2,135.99,0
100462,1001,1,61.99,0
100462,1003,4,22.99,0
100462,1072,1,141.99,0
100463,1044,1,529.99,53
100463,1084,1,112.99,11.3
100463,1088,1,20.99,2.1
100463,1070,1,122.99,12.3
100464,1037,1,28.99,0
100465,1083,1,19.99,0
100466,1069,1,26.99,0
100466,1060,1,134.99,0
100467,1074,1,19.99,2
100468,1004,2,,0
100468,1019,3,77.99,0
100469,1050,1,146.99,0
100469,1081,1,74.99,0
100470,1021,1,123.99,0
100471,1029,1,30.99,0
100471,1019,1,77.99,0
100471,1031,1,38.99,0
100472,1005,1,79.99,0
100473,1027,2,90.99,0
100474,1032,1,81.99,0
100475,1076,1,138.99,0
100475,1090,1,17.99,0
100476,1087,2,45.99,0
100476,1083,1,19.99,0
100477,1038,1,313.99,0
100477,1012,2,109.99,0
100477,1074,1,19.99,0
100478,1006,1,16.99,0
100478,1027,1,90.99,0
100479,1035,2,51.99,0
100480,1064,1,153.99,0
100480,1047,1,194.99,0
100481,1070,1,122.99,0
100482,1015,1,96.99,0
100483,1076,1,138.99,0
100483,1037,1,28.99,0
100483,1006,1,16.99,0
100483,1083,1,19.99,0
100484,1055,1,200.99,0
100485,1003,1,22.99,0
100485,1010,1,96.99,0
100485,1001,1,61.99,0
100485,1037,1,28.99,0
100486,1005,1,79.99,0
100487,1050,1,146.99,0
100488,1037,2,28.99,0
100488,1006,1,16.99,0
100488,1046,1,142.99,0
100488,1031,1,38.99,0
100489,1031,1,38.99,0
100490,1032,2,81.99,0
100490,1086,1,97.99,0
100491,1022,2,88.99,0
100491,1014,1,36.99,0
100492,1087,1,45.99,0
100492,1036,2,58.99,0
100493,1027,1,90.99,0
100493,1037,1,28.99,0
100494,1007,2,71.99,0
100494,1014,3,36.99,0
100494,1075,2,50.99,0
100495,1084,1,112.99,0
100495,1076,1,138.99,0
100496,1037,1,28.99,0
100496,1055,1,200.99,0
100497,1032,1,81.99,0
100498,1034,3,68.99,0
100498,1087,1,45.99,0
100499,1084,1,112.99,11.3
100499,1059,1,467.99,46.8
100499,1007,1,71.99,7.2
100499,1020,2,54.99,11
100500,1026,1,161.99,0
100500,1001,1,61.99,0
100501,1020,1,54.99,0
100502,1083,1,19.99,0
100503,1060,1,134.99,0
100504,1018,1,212.99,0
100505,1016,2,180.99,0
100506,1077,1,25.99,0
100507,1027,1,90.99,0
100508,1013,1,124.99,0
100508,1074,1,19.99,0
100508,1036,1,58.99,0
100509,1031,1,38.99,0
100509,1001,1,61.99,0
100510,1060,1,134.99,0
100510,1081,2,74.99,0
100511,1025,1,166.99,0
100512,1033,1,85.99,0
100513,1026,1,161.99,0
100513,1077,1,25.99,0
100514,1090,1,17.99,0
100515,1076,1,138.99,0
100516,1080,4,134.99,0
100516,1078,1,85.99,0
100517,1076,1,138.99,13.9
100517,1037,1,28.99,2.9
100518,1031,1,38.99,0
100519,1007,1,71.99,0
100519,1039,1,483.99,0
100519,1001,1,61.99,0
100520,1008,1,43.99,0
100520,1075,1,50.99,0
100521,1006,1,16.99,0
100522,1080,1,134.99,0
100522,1004,1,75.99,0
100522,1070,1,122.99,0
100522,1008,1,43.99,0
100523,1012,2,109.99,0
100523,1017,1,86.99,0
100523,1025,2,166.99,0
100524,1076,2,138.99,0
100525,1025,1,166.99,0
100525,1058,2,93.99,0
100526,1007,1,71.99,0
100526,1006,1,16.99,0
100527,1075,1,50.99,0
100528,1045,1,506.99,0
100528,1013,1,124.99,0
100528,1040,1,476.99,0
100529,1073,1,69.99,0
100529,1078,1,85.99,0
100530,1035,1,51.99,0
100531,1090,1,17.99,0
100532,1027,1,90.99,0
100532,1058,1,93.99,0
100533,1090,3,17.99,0
100533,1089,2,53.99,0
100534,1075,1,50.99,0
100534,1019,1,77.99,0
100534,1035,1,51.99,0
100535,1008,1,43.99,0
100536,1029,1,30.99,0
100537,1070,1,122.99,0
100537,1073,1,69.99,0
100538,1076,1,138.99,0
100539,1015,1,96.99,0
100540,1034,1,68.99,0
100541,1053,2,37.99,0
100542,1049,1,126.99,0
100542,1050,1,146.99,0
100543,1035,1,51.99,0
100544,1053,2,37.99,0
100545,1085,1,115.99,0
100545,1090,2,,0
100546,1022,1,88.99,0
100547,1029,3,30.99,0
100548,1071,1,9.99,0
100548,1010,1,96.99,0
100548,1003,1,22.99,0
100548,1065,1,164.99,0
100549,1049,1,126.99,0
100550,1047,1,194.99,0
100551,1074,1,19.99,0
100552,1028,1,77.99,0
100552,1012,1,109.99,0
100553,1057,1,205.99,0
100554,1036,1,58.99,0
100554,1007,2,71.99,0
100554,1016,1,180.99,0
100555,1044,1,529.99,0
100555,1017,1,86.99,0
100555,1090,1,17.99,0
100555,1001,1,61.99,0
100556,1070,1,122.99,0
100556,1004,1,75.99,0
100557,1001,1,61.99,0
100558,1090,1,17.99,0
100559,1050,1,146.99,0
100560,1042,1,773.99,0
100560,1012,1,109.99,0
100561,1021,2,123.99,0
100562,1073,1,69.99,0
100563,1057,1,205.99,0
100563,1041,1,553.99,0
100563,1015,1,96.99,0
100563,1008,2,43.99,0
100564,1079,1,61.99,0
100565,1047,1,194.99,0
