order_id,customer_id,order_date,status,payment_method,discount_code,shipping_fee
100140,1969,2024-01-15 16:47:28,completed,credit_card,,0
100141,399,2024-01-15 17:00:26,completed,credit_card,,0
100142,3093,2024-01-15 20:40:25,completed,paypal,,0
100143,1276,2024-01-15 21:02:42,completed,apple_pay,,0
100144,226,2024-01-15 22:12:52,completed,gift_card,,6.95
100145,1454,2024-01-16 12:46:28,completed,apple_pay,,0
100146,163,2024-01-16 17:32:11,completed,credit_card,,0
100147,2221,2024-01-16 17:52:59,completed,apple_pay,,0
100148,424,2024-01-16 20:58:04,completed,credit_card,,0
100149,2221,2024-01-16 23:28:30,completed,credit_card,,0
100150,1867,2024-01-17 06:32:46,completed,apple_pay,,0
100151,572,2024-01-17 07:47:21,completed,credit_card,,0
100152,745,2024-01-17 16:36:43,completed,apple_pay,,6.95
100153,2221,2024-01-17 18:36:34,completed,credit_card,,0
100154,1915,2024-01-17 19:52:04,completed,credit_card,,0
100155,1800,2024-01-17 21:15:58,completed,apple_pay,,6.95
100156,1915,2024-01-17 22:22:33,completed,paypal,,0
100157,1355,2024-01-17 23:03:49,completed,paypal,,0
100158,572,2024-01-17 23:38:39,completed,credit_card,,0
100159,511,2024-01-18 09:42:01,completed,apple_pay,,6.95
100160,686,2024-01-18 10:28:10,completed,apple_pay,,0
100161,1355,2024-01-18 10:50:09,completed,credit_card,,0
100162,3250,2024-01-18 15:35:03,completed,credit_card,,0
100163,542,2024-01-18 17:11:04,canceled,apple_pay,,0
100164,2837,2024-01-18 17:54:54,completed,credit_card,,0
100165,307,2024-01-18 20:24:05,completed,credit_card,WELCOME10,0
100166,2409,2024-01-18 21:51:04,completed,credit_card,,0
100167,1579,2024-01-19 06:21:26,completed,paypal,,0
100168,904,2024-01-19 06:50:01,completed,credit_card,,0
100169,3531,2024-01-19 18:34:58,completed,credit_card,,6.95
100170,1454,2024-01-19 18:38:28,completed,credit_card,,0
100171,3501,2024-01-19 21:53:46,completed,credit_card,,6.95
100172,1292,2024-01-19 22:45:12,completed,credit_card,,0
100173,1709,2024-01-20 09:17:36,completed,apple_pay,,0
100174,445,2024-01-20 14:48:53,completed,credit_card,,0
100175,2577,2024-01-20 19:23:06,completed,apple_pay,,6.95
100176,550,2024-01-20 20:02:21,completed,credit_card,,6.95
100177,445,2024-01-20 20:38:49,completed,credit_card,,0
100178,1915,2024-01-20 21:57:59,completed,credit_card,,0
100179,1876,2024-01-20 23:45:16,completed,apple_pay,,6.95
100180,2007,2024-01-21 06:55:34,completed,credit_card,,0
100181,1110,2024-01-21 09:58:48,completed,paypal,,0
100182,226,2024-01-21 14:27:54,completed,credit_card,WELCOME10,6.95
100183,572,2024-01-21 15:34:29,completed,credit_card,,6.95
100184,3531,2024-01-21 17:02:19,completed,apple_pay,,0
100185,735,2024-01-21 17:45:09,canceled,apple_pay,,0
100186,2337,2024-01-21 17:57:18,completed,paypal,,6.95
100187,550,2024-01-21 18:19:04,completed,gift_card,,0
100188,89,2024-01-21 20:14:07,returned,paypal,,0
100189,1077,2024-01-21 21:17:13,completed,credit_card,,0
100190,3114,2024-01-21 23:19:48,completed,credit_card,,0
100191,1579,2024-01-22 06:58:00,completed,credit_card,,0
100192,2778,2024-01-22 07:31:29,returned,gift_card,,0
100193,1077,2024-01-22 09:00:25,completed,credit_card,,0
100194,1656,2024-01-22 09:59:03,completed,credit_card,,0
100195,3452,2024-01-22 10:28:25,completed,paypal,,0
100196,1579,2024-01-22 13:45:07,completed,paypal,,0
100197,725,2024-01-22 15:46:11,completed,apple_pay,,0
100198,2879,2024-01-22 19:16:40,completed,paypal,,0
100199,602,2024-01-22 19:36:40,completed,paypal,,0
100200,2577,2024-01-23 07:19:37,completed,credit_card,,0
100201,1355,2024-01-23 09:08:49,completed,paypal,,6.95
100202,735,2024-01-23 10:40:51,completed,paypal,,6.95
100203,1330,2024-01-23 12:11:28,completed,credit_card,,0
100204,2778,2024-01-23 18:15:24,completed,credit_card,,6.95
100205,735,2024-01-23 19:56:23,completed,credit_card,WELCOME10,6.95
100206,2995,2024-01-23 20:40:52,completed,credit_card,,0
100207,3460,2024-01-23 22:04:57,completed,apple_pay,,0
100208,2772,2024-01-23 22:30:44,canceled,credit_card,,0
100209,2221,2024-01-23 23:25:40,completed,credit_card,,0
100210,2577,2024-01-24 11:11:46,completed,credit_card,,6.95
100211,2221,2024-01-24 11:51:18,completed,credit_card,,6.95
100212,1432,2024-01-24 13:07:58,completed,credit_card,,0
100213,2221,2024-01-24 14:20:05,completed,credit_card,,0
100214,2412,2024-01-24 15:04:31,completed,credit_card,,0
100215,2211,2024-01-24 16:13:59,completed,gift_card,,0
100216,3452,2024-01-24 17:40:27,completed,credit_card,,6.95
100217,399,2024-01-24 18:07:10,completed,credit_card,,0
100218,2801,2024-01-24 18:20:03,completed,credit_card,,0
100219,724,2024-01-24 19:35:46,completed,apple_pay,,0
100220,464,2024-01-24 19:45:44,completed,paypal,,6.95
100221,3332,2024-01-24 21:15:37,completed,credit_card,,6.95
100222,3007,2024-01-24 21:45:47,completed,credit_card,,0
100223,1709,2024-01-25 06:01:29,completed,credit_card,,0
100224,748,2024-01-25 07:01:11,completed,paypal,,6.95
100225,1113,2024-01-25 08:21:15,completed,credit_card,,6.95
100226,840,2024-01-25 08:27:32,completed,credit_card,,6.95
100227,1375,2024-01-25 09:53:10,returned,credit_card,,0
100228,287,2024-01-25 10:13:26,completed,paypal,,0
100229,3571,2024-01-25 15:39:14,completed,credit_card,,0
100230,394,2024-01-25 16:56:56,completed,credit_card,,0
100231,2412,2024-01-25 22:36:22,canceled,credit_card,WELCOME10,6.95
100232,572,2024-01-25 23:30:47,completed,apple_pay,,0
100233,1579,2024-01-26 08:32:46,completed,paypal,,6.95
100234,3250,2024-01-26 08:54:30,completed,credit_card,,0
100235,1110,2024-01-26 09:01:38,completed,apple_pay,,0
100236,604,2024-01-26 09:05:57,completed,credit_card,,0
100237,1179,2024-01-26 13:19:26,completed,paypal,,6.95
100238,249,2024-01-26 14:29:51,completed,paypal,,0
100239,1951,2024-01-26 14:50:45,completed,credit_card,,0
100240,3531,2024-01-26 16:09:33,completed,credit_card,,0
100241,1936,2024-01-26 17:57:43,completed,gift_card,,6.95
100242,987,2024-01-26 18:31:04,completed,credit_card,,0
100243,1053,2024-01-27 08:46:14,completed,credit_card,,0
100244,3531,2024-01-27 09:13:17,completed,paypal,,0
100245,1579,2024-01-27 09:48:49,completed,apple_pay,,0
100246,3531,2024-01-27 11:26:45,completed,apple_pay,,0
100247,2192,2024-01-27 13:28:22,completed,apple_pay,,6.95
100248,686,2024-01-27 17:01:36,completed,paypal,,0
100249,797,2024-01-27 17:43:09,completed,credit_card,,0
100250,1113,2024-01-27 18:54:56,canceled,paypal,,0
100251,3320,2024-01-27 19:48:42,completed,credit_card,,6.95
100252,1351,2024-01-28 08:20:05,completed,credit_card,,0
100253,1936,2024-01-28 10:32:46,completed,paypal,,0
100254,3093,2024-01-28 11:53:41,completed,credit_card,,0
100255,92,2024-01-28 16:08:51,canceled,credit_card,,0
100256,1579,2024-01-28 16:36:41,completed,credit_card,,0
100257,2313,2024-01-28 17:31:57,canceled,paypal,,0
100258,307,2024-01-28 19:11:21,completed,paypal,,0
100259,1891,2024-01-28 22:29:20,completed,credit_card,,0
100260,738,2024-01-28 23:07:41,completed,credit_card,,0
100261,604,2024-01-29 06:31:00,completed,gift_card,,0
100262,343,2024-01-29 10:18:11,completed,credit_card,,0
100263,604,2024-01-29 13:20:32,completed,paypal,,0
100264,2995,2024-01-29 18:09:15,completed,credit_card,,0
100265,602,2024-01-29 18:57:25,completed,credit_card,,6.95
100266,1756,2024-01-29 19:26:22,completed,credit_card,,0
100267,1752,2024-01-29 21:12:06,completed,credit_card,,0
100268,1355,2024-01-29 23:35:30,completed,paypal,,0
100269,2221,2024-01-30 08:12:29,completed,gift_card,,0
100270,3571,2024-01-30 14:31:46,completed,paypal,,6.95
100271,2652,2024-01-30 19:30:56,completed,paypal,,0
100272,3531,2024-01-30 20:23:46,completed,credit_card,WELCOME10,6.95
100273,1375,2024-01-30 21:52:29,completed,gift_card,,0
100274,904,2024-01-30 21:53:16,completed,credit_card,,6.95
100275,424,2024-01-30 22:27:21,completed,credit_card,,0
100276,1209,2024-01-31 10:54:54,returned,credit_card,,6.95
100277,1454,2024-01-31 11:49:33,completed,paypal,,0
100278,1915,2024-01-31 12:49:38,completed,apple_pay,,6.95
100279,3233,2024-01-31 12:50:41,completed,paypal,,0
100280,2221,2024-01-31 14:03:17,completed,paypal,,0
100281,2211,2024-01-31 15:52:47,completed,credit_card,,6.95
100282,510,2024-01-31 16:30:48,completed,paypal,,0
100283,1936,2024-01-31 17:34:06,completed,credit_card,,0
100284,1010,2024-01-31 17:54:36,completed,paypal,,6.95
100285,2577,2024-01-31 19:17:04,completed,apple_pay,,0
100286,1303,2024-01-31 19:51:37,completed,credit_card,,0
100287,2192,2024-01-31 21:23:07,completed,gift_card,,0
100288,1351,2024-02-01 06:33:23,completed,apple_pay,,0
100289,3057,2024-02-01 06:50:30,completed,credit_card,,0
100290,3531,2024-02-01 15:55:25,completed,credit_card,,0
100291,1330,2024-02-01 17:42:35,completed,credit_card,,0
100292,3044,2024-02-01 18:09:34,returned,paypal,,6.95
100293,735,2024-02-01 19:29:23,completed,credit_card,,0
100294,2669,2024-02-01 21:12:27,completed,credit_card,,0
100295,1084,2024-02-01 21:33:21,completed,apple_pay,,6.95
100296,1113,2024-02-02 08:06:14,completed,credit_card,,6.95
100297,1752,2024-02-02 11:46:09,completed,paypal,,0
100298,2652,2024-02-02 15:10:35,completed,paypal,,6.95
100299,745,2024-02-02 19:02:35,completed,credit_card,,6.95
100300,830,2024-02-02 19:04:25,completed,apple_pay,WELCOME10,6.95
100301,1876,2024-02-02 23:01:36,completed,paypal,,0
100302,2995,2024-02-03 07:52:26,completed,paypal,,6.95
100303,853,2024-02-03 08:33:22,completed,apple_pay,,0
100304,2801,2024-02-03 10:00:20,completed,credit_card,,0
100305,66,2024-02-03 10:06:15,completed,paypal,,0
100306,1454,2024-02-03 10:47:41,completed,gift_card,,6.95
100307,48,2024-02-03 11:27:07,completed,apple_pay,,0
100308,3531,2024-02-03 12:49:50,completed,credit_card,,0
100309,48,2024-02-03 14:46:54,completed,credit_card,,6.95
106199,3072,2025-06-09 23:50:03,completed,credit_card,,6.95
100310,1994,2024-02-03 18:37:20,completed,paypal,,0
100311,572,2024-02-03 19:22:47,completed,credit_card,,0
100312,1046,2024-02-03 19:44:48,completed,paypal,,0
100313,445,2024-02-03 20:12:57,completed,apple_pay,,0
100314,1656,2024-02-03 20:33:35,completed,credit_card,,0
100315,745,2024-02-03 22:01:23,completed,credit_card,,0
100316,2165,2024-02-04 07:02:45,completed,credit_card,,0
100317,1891,2024-02-04 07:15:45,completed,paypal,,0
100318,3250,2024-02-04 13:01:55,completed,gift_card,,6.95
100319,3320,2024-02-04 14:00:52,returned,credit_card,,0
100320,2863,2024-02-04 15:30:38,completed,credit_card,,6.95
100321,1915,2024-02-04 15:49:22,completed,credit_card,,0
100322,1276,2024-02-04 16:32:20,completed,credit_card,,6.95
100323,2192,2024-02-04 21:35:00,completed,apple_pay,,0
100324,1047,2024-02-04 23:28:42,completed,credit_card,WELCOME10,0
100325,1752,2024-02-05 07:48:32,completed,apple_pay,,6.95
100326,3250,2024-02-05 08:55:14,completed,apple_pay,,6.95
100327,249,2024-02-05 09:27:44,completed,credit_card,WELCOME10,0
100328,1292,2024-02-05 11:07:47,canceled,paypal,,0
100329,572,2024-02-05 13:58:30,completed,credit_card,,6.95
100330,3009,2024-02-05 17:39:19,completed,gift_card,,6.95
100331,1192,2024-02-05 18:53:14,completed,paypal,,0
100332,885,2024-02-05 19:05:40,completed,apple_pay,,0
100333,3531,2024-02-05 19:06:30,completed,apple_pay,,0
100334,3565,2024-02-05 19:54:51,completed,credit_card,,0
100335,1915,2024-02-06 10:09:31,completed,paypal,,0
100336,853,2024-02-06 11:01:51,completed,apple_pay,WELCOME10,0
100337,3571,2024-02-06 13:52:18,completed,paypal,,0
100338,840,2024-02-06 16:56:51,completed,paypal,,0
100339,2577,2024-02-06 17:25:12,completed,credit_card,,0
100340,3007,2024-02-06 17:47:09,completed,paypal,,0
100341,38,2024-02-06 20:19:50,completed,credit_card,,0
100342,3260,2024-02-06 21:11:44,completed,credit_card,,0
100343,3277,2024-02-06 21:30:41,completed,credit_card,,0
100344,1945,2024-02-06 21:36:07,completed,apple_pay,,0
100345,3565,2024-02-06 23:00:56,completed,gift_card,,0
100346,2718,2024-02-07 06:54:58,completed,credit_card,,0
100347,3531,2024-02-07 09:33:46,completed,paypal,WELCOME10,0
100348,3114,2024-02-07 09:47:11,completed,paypal,,0
100349,572,2024-02-07 12:49:43,completed,paypal,,0
100350,2652,2024-02-07 14:23:43,completed,credit_card,,0
100351,550,2024-02-07 15:52:58,completed,credit_card,,0
100352,3531,2024-02-07 16:44:57,completed,credit_card,,0
100353,2007,2024-02-07 17:44:27,completed,apple_pay,,0
100354,1454,2024-02-07 20:33:56,completed,paypal,WELCOME10,0
100355,604,2024-02-07 23:03:53,completed,credit_card,,0
100356,2439,2024-02-07 23:48:34,completed,apple_pay,,0
100357,3007,2024-02-08 07:11:50,completed,credit_card,,0
100358,885,2024-02-08 08:40:00,completed,credit_card,,0
100359,396,2024-02-08 11:55:24,completed,paypal,,0
100360,1113,2024-02-08 13:25:26,completed,credit_card,,6.95
100361,48,2024-02-08 15:58:41,completed,credit_card,,0
100362,1891,2024-02-08 17:50:40,completed,paypal,,0
100363,2908,2024-02-08 18:59:21,completed,apple_pay,,0
100364,840,2024-02-08 22:58:41,completed,credit_card,,0
100365,3260,2024-02-08 23:04:51,completed,apple_pay,,0
100366,2577,2024-02-09 08:10:47,completed,apple_pay,,0
100367,853,2024-02-09 11:17:54,completed,paypal,,0
100368,2439,2024-02-09 14:10:55,completed,credit_card,,0
100369,904,2024-02-09 14:42:09,completed,credit_card,,0
100370,731,2024-02-09 15:14:22,completed,credit_card,,0
100371,3531,2024-02-09 16:51:23,completed,credit_card,,0
100372,1355,2024-02-09 20:52:37,completed,credit_card,,0
100373,748,2024-02-10 06:31:40,completed,apple_pay,,0
100374,399,2024-02-10 08:43:20,completed,credit_card,,0
100375,738,2024-02-10 10:03:50,completed,credit_card,,0
100376,2439,2024-02-10 11:41:13,completed,credit_card,,0
100377,1179,2024-02-10 14:54:17,completed,paypal,,0
100378,2412,2024-02-10 17:30:24,completed,apple_pay,,0
100379,249,2024-02-10 17:51:08,completed,credit_card,,0
100380,2778,2024-02-10 18:38:59,completed,credit_card,,0
100381,1209,2024-02-10 18:39:56,completed,credit_card,,6.95
100382,3114,2024-02-11 06:11:54,completed,paypal,,6.95
100383,48,2024-02-11 06:22:28,completed,paypal,,0
100384,2221,2024-02-11 06:54:40,completed,credit_card,,0
100385,904,2024-02-11 07:58:00,completed,credit_card,,6.95
100386,2412,2024-02-11 08:17:30,completed,apple_pay,,6.95
100387,3452,2024-02-11 09:48:49,completed,gift_card,,6.95
100388,904,2024-02-11 13:08:19,canceled,credit_card,,0
100389,1876,2024-02-11 16:03:51,completed,credit_card,,0
100390,57,2024-02-11 18:31:42,completed,credit_card,,0
100391,1077,2024-02-11 20:22:33,completed,apple_pay,,0
100392,735,2024-02-11 20:43:55,completed,credit_card,,0
100393,1826,2024-02-11 20:50:21,completed,credit_card,,0
100394,2995,2024-02-11 21:34:15,completed,paypal,WELCOME10,0
100395,2007,2024-02-11 23:45:19,completed,apple_pay,,0
100396,1915,2024-02-12 07:12:17,completed,apple_pay,,0
100397,445,2024-02-12 08:25:01,completed,credit_card,,0
100398,3260,2024-02-12 12:10:46,completed,paypal,,0
100399,1891,2024-02-12 12:17:10,completed,credit_card,,0
100400,3531,2024-02-12 12:52:40,completed,paypal,,0
100401,18,2024-02-12 14:23:50,completed,apple_pay,,0
100402,550,2024-02-12 15:15:28,completed,apple_pay,,0
100403,2837,2024-02-12 15:44:06,completed,credit_card,,6.95
100404,2211,2024-02-12 16:17:46,canceled,apple_pay,,6.95
100405,3549,2024-02-12 16:32:31,returned,credit_card,,0
100406,424,2024-02-12 18:26:14,completed,credit_card,WELCOME10,6.95
100407,2751,2024-02-12 19:56:12,completed,paypal,,0
100408,2221,2024-02-12 22:28:04,completed,paypal,,0
100409,1579,2024-02-12 23:03:42,completed,credit_card,,0
100410,2995,2024-02-13 07:34:59,completed,credit_card,,0
100411,2313,2024-02-13 07:47:33,completed,credit_card,,0
100412,738,2024-02-13 15:12:25,completed,paypal,,0
100413,898,2024-02-13 17:03:25,completed,paypal,,0
100414,920,2024-02-13 17:38:47,completed,apple_pay,,0
100415,735,2024-02-13 17:42:34,completed,apple_pay,,0
100416,3231,2024-02-13 18:18:33,completed,credit_card,,0
100417,2718,2024-02-13 20:56:52,completed,paypal,,6.95
100418,3233,2024-02-13 23:27:28,completed,credit_card,,0
100419,506,2024-02-14 07:04:43,completed,apple_pay,,6.95
100420,2652,2024-02-14 07:05:15,completed,credit_card,,0
100421,602,2024-02-14 07:25:47,completed,credit_card,,0
100422,1209,2024-02-14 09:03:58,completed,credit_card,,6.95
100423,1709,2024-02-14 10:22:03,completed,paypal,,6.95
100424,550,2024-02-14 11:49:32,completed,apple_pay,,6.95
100425,2439,2024-02-14 13:36:32,completed,paypal,,0
100426,2150,2024-02-14 14:00:40,completed,paypal,,0
100427,343,2024-02-14 14:44:16,completed,apple_pay,,0
100428,1355,2024-02-14 15:36:42,completed,paypal,,0
100429,1579,2024-02-14 19:05:34,completed,credit_card,,0
100430,830,2024-02-14 20:19:01,completed,paypal,,0
100431,2465,2024-02-14 23:23:12,completed,credit_card,,0
100432,307,2024-02-15 09:19:12,completed,credit_card,,0
100433,2995,2024-02-15 10:09:48,completed,apple_pay,,0
100434,3114,2024-02-15 13:28:39,completed,credit_card,,0
100435,2396,2024-02-15 14:35:05,completed,apple_pay,,0
100436,830,2024-02-16 06:43:33,completed,credit_card,,0
100437,1454,2024-02-16 08:42:08,completed,credit_card,,0
100438,2778,2024-02-16 10:07:20,completed,paypal,,0
100439,3495,2024-02-16 10:35:18,canceled,credit_card,,0
100440,735,2024-02-16 11:24:41,completed,credit_card,,0
100441,686,2024-02-16 12:41:11,canceled,credit_card,,6.95
100442,2517,2024-02-16 18:16:02,completed,paypal,,0
100443,1148,2024-02-16 19:02:35,completed,credit_card,,0
100444,2221,2024-02-16 19:21:39,completed,credit_card,,0
100445,2412,2024-02-16 20:55:26,completed,credit_card,,6.95
100446,3033,2024-02-16 21:25:31,completed,credit_card,WELCOME10,0
100447,1077,2024-02-16 22:25:07,completed,gift_card,,0
100448,1077,2024-02-16 22:27:32,completed,apple_pay,,0
100449,1876,2024-02-16 23:08:35,completed,credit_card,,0
100450,3057,2024-02-16 23:09:59,completed,gift_card,,0
100451,3501,2024-02-17 07:14:46,completed,credit_card,,0
100452,1375,2024-02-17 10:48:32,completed,credit_card,,0
100453,1192,2024-02-17 11:17:32,completed,paypal,,0
100454,48,2024-02-17 11:59:26,completed,credit_card,,0
100455,738,2024-02-17 12:14:01,completed,credit_card,,0
100456,3520,2024-02-17 12:26:55,completed,paypal,,0
100457,2728,2024-02-17 13:56:04,completed,paypal,,0
